"","X.x","AGENCY_AREA","REPORTING_AREA","CATCHMENT","WATERBODY_TYPE_DESCRIPTION","WATER_BODY.x","SITE_ID","SITE_VERSION","NGR_PREFIX","EASTING","NORTHING","NGR_10_FIG.x","WFD_WATERBODY_ID","ALTITUDE","SLOPE","DIST_FROM_SOURCE","DISCHARGE","WIDTH","DEPTH","BOULDERS_COBBLES","PEBBLES_GRAVEL","SAND","SILT_CLAY","ALKALINITY","CONDUCTIVITY","TOTAL_HARDNESS","CALCIUM","BASE_DATA_DATE","MIN_SAMPLE_DATE","MAX_SAMPLE_DATE","COUNT_OF_SAMPLES","ECN_SITE_INV","SAMPLES_PER_SITE","X.y","WATER_BODY.y","NGR_10_FIG.y","SAMPLE_ID","SAMPLE_VERSION","REPLICATE_CODE","SAMPLE_DATE","SAMPLE_TYPE_DESCRIPTION","SAMPLE_METHOD_DESCRIPTION","SAMPLE_REASON","ANALYSIS_ID","DATE_OF_ANALYSIS","ANALYSIS_TYPE_DESCRIPTION","ANALYSIS_METHOD_DESCRIPTION","BMWP_N_TAXA","BMWP_TOTAL","BMWP_ASPT","WHPT_N_TAXA","WHPT_TOTAL","WHPT_ASPT","CCI_N_TAXA","CCI_CS_TOTAL","CCI_ASPT","CSmax_CoS","BMWP_CoS","CCI_CoS","CCI","DEHLI_N_TAXA","DIS_TOTAL","DEHLI","EPSI_ML_S_GRP","EPSI_ML_ALL_GRP","EPSI_MIXED_LEVEL_SCORE","EPSI_S_GRP","EPSI_ALL_GRP","EPSI_FAMILY_SCORE","LIFE_N_TAXA","LIFE_SCORES_TOTAL","LIFE_FAMILY_INDEX","LIFE_SPECIES_N_TAXA","LIFE_SPECIES_SCORES_TOTAL","LIFE_SPECIES_INDEX","PSI_ML_AB","PSI_ML_ABCD","PSI_MIXED_LEVEL_SCORE","PSI_AB","PSI_ABCD","PSI_FAMILY_SCORE","WHPT_NW_N_TAXA","WHPT_NW_TOTAL","WHPT_NW_ASPT","IS_THIRD_PARTY_DATA","SAMPLE_DATE_YEAR","SAMPLE_DATE_MONTH","identifier.x","sample.samplingPoint.notation","Ammoniacal Nitrogen as N_mg/l","Temperature of Water_cel","Oxygen, Dissolved, % Saturation_%","Orthophosphate, reactive as P_mg/l","Nitrate as N_mg/l","Ammonia un-ionised as N_mg/l","pH_phunits","Oxygen, Dissolved as O2_mg/l","BOD : 5 Day ATU_mg/l","Nitrite as N_mg/l","Nitrogen, Total Oxidised as N_mg/l","Solids, Suspended at 105 C_mg/l","Phosphorus, Total as P_mg/l","identifier.y","annelid","crustacean","flatworm (Turbellaria)","insect - beetle (Coleoptera)","insect - caddis fly (Trichoptera)","insect - dragonfly (Odonata)","insect - mayfly (Ephemeroptera)","insect - stonefly (Plecoptera)","insect - true fly (Diptera)","mollusc","macro_richness","total_abundance","ept_richness","ept_abundance"
"109",985,"SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","TEISE","RIVER: Natural/semi-natural flowing fresh watercourse","CURTISDEN GREEN STR.TRIB.",42389,2,"TQ",73740,39370,"TQ7374039370","GB106040018260",40,25,1.1,1,0.5,6.67,2,77,0,22,27.3,NA,NA,NA,"1995-01-01","1990-03-06","2009-09-29",32,FALSE,1,12191,"CURTISDEN GREEN STR.TRIB.","TQ7374039370",392947,1,"",2003-10-29,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","Local Investigative monitoring",389785,"2005-02-24","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",16,73,4.56,18,91.7,5.09,NA,NA,NA,NA,NA,NA,NA,11,52,4.73,1.63,2.12,76.89,5.5,7.94,69.27,14,100,7.14,NA,NA,NA,NA,3,0,19,31,61.29,18,89.1,4.95,"No",2003,10,"008EF0CE-3E54-4C46-85A8-470E98970DB3","SO-E0000657",0.0345,12.82,90.1,1.188,14.45,0.000135,7.235,9.54,2.2,0.01325,14.45,NA,NA,"008EF0CE-3E54-4C46-85A8-470E98970DB3",73,80,70,60,114,0,60,0,88,52,19,598,5,174
"110",987,"SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","EDEN (KENT)","RIVER: Natural/semi-natural flowing fresh watercourse","FELBRIDGE WATER",42393,2,"TQ",36500,41200,"TQ3650041200","GB106040018660",60,2.1,6.6,1,5.3,40,8,30,0,62,82.2,NA,NA,NA,"1995-01-01","1989-11-06","2011-11-28",27,FALSE,1,12210,"FELBRIDGE WATER","TQ3650041200",367352,1,"",2003-09-03,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",360996,"2003-11-11","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",11,38,3.45,11,37.5,3.41,NA,NA,NA,NA,NA,NA,NA,6,25,4.17,NA,NA,NA,0.5,2.2,22.73,9,59,6.56,NA,NA,NA,NA,4,0,3,18,16.67,11,39.6,3.6,"No",2003,9,"61B9C39B-F5DE-41A6-810E-68BD5C39F16B","SO-E0000862",0.1955,19.335,35.8,2.555,4.655,0.00184,7.37,3.3,1.5,0.0565,4.71,NA,NA,"61B9C39B-F5DE-41A6-810E-68BD5C39F16B",190,72,1,1,0,0,0,0,25,11,11,300,0,0
"111",988,"SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","TEISE","RIVER: Natural/semi-natural flowing fresh watercourse","BEWL",42398,2,"TQ",68632,34297,"TQ6863234297","GB106040018500",45,3.3,6.5,1,5,18.33,47,43,0,10,52.5,NA,NA,NA,"1995-01-01","1981-06-18","2021-05-12",45,FALSE,1,12228,"BEWL","TQ6863234297",392899,1,"",2003-10-30,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","Local Investigative monitoring",389721,"2005-02-21","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",23,123,5.35,25,153.6,6.14,NA,NA,NA,NA,NA,NA,NA,19,97,5.11,0.63,0.63,100,9.73,11.92,81.63,21,154,7.33,NA,NA,NA,NA,2,0,23,39,58.97,25,151.7,6.07,"No",2003,10,"6D9CE5FE-228C-4552-80B0-AB11895C5931","SO-E0000686",0.037,18.03,87.5666666666667,0.02,0.447,0.00108,8.02666666666667,8.26333333333333,1.63333333333333,0.0097,0.456666666666667,NA,NA,"6D9CE5FE-228C-4552-80B0-AB11895C5931",20,121,2,122,173,0,15,1,10,10,25,474,9,189
"112",989,"SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","EDEN (KENT)","RIVER: Natural/semi-natural flowing fresh watercourse","GIBBS BROOK",42400,2,"TQ",36570,50500,"TQ3657050500","GB106040018640",80,6,4.5,1,2.3,13.33,2,75,10,13,178.3,NA,NA,NA,"1995-01-01","1990-03-29","2012-10-10",38,FALSE,1,12251,"GIBBS BROOK","TQ3657050500",378017,1,"",2003-09-03,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","Local Investigative monitoring",372723,"2004-03-25","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",17,71,4.18,18,85.8,4.77,NA,NA,NA,NA,NA,NA,NA,11,48,4.36,1.26,1.26,100,8.53,11.44,74.56,16,114,7.13,NA,NA,NA,NA,4,0,22,43,51.16,18,80.7,4.48,"No",2003,9,"D63829AB-5B9A-467F-BD32-648A1E5C4E76","SO-E0000902",0.667,17.79,64.5,2.38333333333333,11.5866666666667,0.0115233333333333,7.73,6.11,4.96666666666667,0.3239,11.91,NA,NA,"D63829AB-5B9A-467F-BD32-648A1E5C4E76",161,905,8,690,141,0,155,0,120,348,19,2528,4,296
"113",1001,"SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","TEISE","RIVER: Natural/semi-natural flowing fresh watercourse","TEISE TRIB.(KILNDOWN)",42485,2,"TQ",71180,35480,"TQ7118035480","GB106040018510",45,6.2,2.6,1,1.2,10,7,78,0,15,52.3,NA,NA,NA,"1995-01-01","1990-03-06","2009-09-29",33,FALSE,1,12300,"TEISE TRIB.(KILNDOWN)","TQ7118035480",393192,1,"",2003-10-29,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","Local Investigative monitoring",390021,"2005-03-11","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",17,80,4.71,21,95.5,4.55,NA,NA,NA,NA,NA,NA,NA,14,52,3.71,NA,0.37,0,4.52,7.45,60.67,15,101,6.73,NA,NA,NA,NA,4,0,15,39,38.46,21,99.7,4.75,"No",2003,10,"1E909265-2827-4CAA-BDA2-BB7852146638","SO-E0000678",0.0743333333333333,14.7433333333333,52.8,0.910666666666667,3.76,0.000426666666666667,7.33,5.33333333333333,1.9,0.0189666666666667,3.78,NA,NA,"1E909265-2827-4CAA-BDA2-BB7852146638",356,510,250,531,33,0,85,0,668,74,24,2508,4,118
"114",1017,"SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","MEDWAY","RIVER: Natural/semi-natural flowing fresh watercourse","WEST HOATHLY STREAM",42618,2,"TQ",37620,33710,"TQ3762033710","GB106040018070",80,10.6,1.3,1,1.2,14.17,7,54,0,38,71.2,NA,NA,NA,"1995-01-01","1990-03-29","2013-09-12",27,FALSE,1,12515,"WEST HOATHLY STREAM","TQ3762033710",368315,1,"",2003-09-10,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",361945,"2003-11-21","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",10,40,4,10,36.6,3.66,NA,NA,NA,NA,NA,NA,NA,5,20,4,NA,NA,NA,2.49,5.42,45.94,8,49,6.13,NA,NA,NA,NA,4,0,7,26,26.92,10,41.6,4.16,"No",2003,9,"90C7FCEB-13C8-4C5C-B9A2-B242A1318279","SO-E0001006",0.2465,17.505,54.9,6.77,26.8,0.000355,6.62,5.24,3.05,0.3425,27.15,NA,NA,"90C7FCEB-13C8-4C5C-B9A2-B242A1318279",255,353,100,0,0,0,13,1,95,20,10,837,2,14
"115",1068,"SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","BEULT","RIVER: Natural/semi-natural flowing fresh watercourse","CRANE BROOK",43073,2,"TQ",82090,38200,"TQ8209038200","GB106040018290",35,2.3,6.9,1,4,16.67,7,68,0,25,78.3,NA,NA,NA,"1995-01-01","1990-03-22","2015-10-07",30,FALSE,1,13023,"CRANE BROOK","TQ8209038200",368587,1,"",2003-10-06,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",362329,"2003-12-12","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",23,124,5.39,24,131.9,5.5,NA,NA,NA,NA,NA,NA,NA,14,64,4.57,1.76,1.76,100,8.51,11.66,72.98,21,140,6.67,NA,NA,NA,NA,4,0,23,45,51.11,24,133.4,5.56,"No",2003,10,"27774CF2-115B-43B5-8E0E-2368305AA3C9","SO-E0000596",0.0863333333333333,15.52,69.7,0.277,9.19333333333333,0.000183333333333333,6.84333333333333,6.94,1.56666666666667,0.0499333333333333,9.24333333333333,NA,NA,"27774CF2-115B-43B5-8E0E-2368305AA3C9",351,15,0,232,395,0,154,1,28,457,24,1633,10,550
"116",1069,"SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","TEISE","RIVER: Natural/semi-natural flowing fresh watercourse","BARTLEY MILL STREAM",43076,2,"TQ",64700,35940,"TQ6470035940","GB106040018240",50,2.4,9,2,2.8,20,7,72,0,22,68.7,NA,NA,NA,"1995-01-01","1989-11-13","2021-10-13",31,FALSE,1,13035,"BARTLEY MILL STREAM","TQ6470035940",375831,1,"",2003-10-30,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",370652,"2004-01-12","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",24,155,6.46,24,159,6.63,NA,NA,NA,NA,NA,NA,NA,18,107,5.94,0.63,0.63,100,12.75,15.42,82.68,22,167,7.59,NA,NA,NA,NA,3,0,30,45,66.67,24,159.2,6.63,"No",2003,10,"1B016C90-656A-4319-923E-0F70470DCE82","SO-E0000695",0.03,17.57,93.7,0.379,1.78,0.00034,7.55,8.93,1.8,0.0204,1.8,NA,NA,"1B016C90-656A-4319-923E-0F70470DCE82",14,20,0,25,42,0,102,20,6,53,24,282,13,164
"117",1085,"SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","TEISE","RIVER: Natural/semi-natural flowing fresh watercourse","TEISE",43326,2,"TQ",62920,38430,"TQ6292038430","GB106040018250",60,7.2,5.8,1,3.1,15,8,82,0,10,55.7,NA,NA,NA,"1995-01-01","1993-03-26","2013-09-16",26,FALSE,1,13229,"TEISE","TQ6292038430",376034,1,"",2003-10-30,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",370454,"2004-01-21","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",17,98,5.76,17,104.6,6.15,NA,NA,NA,NA,NA,NA,NA,14,68,4.86,0.63,0.63,100,6,8.92,67.26,15,110,7.33,NA,NA,NA,NA,3,0,14,27,51.85,17,102.7,6.04,"No",2003,10,"44E6DAC1-CCBE-4CA0-B86B-36D99019813A","SO-E0000642",0.087,18.61,68.55,0.08,4.36,0.00063,7.305,6.39,2.35,0.03735,4.4,NA,NA,"44E6DAC1-CCBE-4CA0-B86B-36D99019813A",20,35,2,11,19,3,50,1,22,2,17,165,6,70
"118",1091,"SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","MEDWAY","RIVER: Natural/semi-natural flowing fresh watercourse","BARDEN MILL STREAM TRIB.",43415,2,"TQ",56000,42400,"TQ5600042400","GB106040018100",50,20,1.5,1,2.3,11.67,8,77,0,15,110.3,NA,NA,NA,"1995-01-01","1990-03-05","2009-10-20",24,FALSE,1,13286,"BARDEN MILL STREAM TRIB.","TQ5600042400",368301,1,"",2003-09-05,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",361931,"2003-10-30","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",13,58,4.46,16,76.6,4.79,NA,NA,NA,NA,NA,NA,NA,11,52,4.73,1,1.37,72.99,4.75,7.18,66.16,11,82,7.45,NA,NA,NA,NA,4,0,15,34,44.12,16,79.6,4.98,"No",2003,9,"CED29086-814C-4BBF-B9C6-24EB91E5A011","SO-E0000909",0.03,20.07,90.55,5.225,17.1,0.000835,7.845,8.225,1.75,0.01375,17.1,NA,NA,"CED29086-814C-4BBF-B9C6-24EB91E5A011",403,2000,3000,160,16,3,7,0,10066,31,17,15688,2,23
"119",1119,"SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","MEDWAY","RIVER: Natural/semi-natural flowing fresh watercourse","GROM",43545,2,"TQ",52940,37480,"TQ5294037480","GB106040018400",45,3.8,6.2,1,2.8,11.67,8,73,0,18,48.3,NA,NA,NA,"1995-01-01","1985-11-21","2018-10-01",58,FALSE,1,13605,"GROM","TQ5294037480",368326,1,"",2003-09-10,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","Local Investigative monitoring",361972,"2003-10-23","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",23,126,5.48,28,155.8,5.56,NA,NA,NA,NA,NA,NA,NA,21,95,4.52,1.63,2.37,68.78,5.5,8.44,65.17,21,145,6.9,NA,NA,NA,NA,4,0,15,42,35.71,28,157.9,5.64,"No",2003,9,"FC090F71-6F48-41B1-9A79-F9B18C6D4294","SO-E0000940",0.150666666666667,19.51,76.6,0.120666666666667,0.909333333333333,0.00126,7.48666666666667,7.01333333333333,2.56666666666667,0.0390666666666667,0.95,NA,NA,"FC090F71-6F48-41B1-9A79-F9B18C6D4294",152,12,1,21,30,5,11,0,61,10,29,304,8,41
"120",1120,"SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","MEDWAY","RIVER: Natural/semi-natural flowing fresh watercourse","GROM",43546,2,"TQ",52550,37480,"TQ5255037480","GB106040018400",40,3.8,6.6,1,3.2,21.67,5,73,5,17,86.4,NA,NA,NA,"1995-01-01","1985-11-21","2018-10-01",55,FALSE,1,13626,"GROM","TQ5255037480",368317,1,"",2003-09-10,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",361951,"2003-11-24","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",8,36,4.5,9,41.3,4.59,NA,NA,NA,NA,NA,NA,NA,6,22,3.67,0.63,0.63,100,1,1.98,50.51,6,40,6.67,NA,NA,NA,NA,4,0,2,12,16.67,9,46.3,5.14,"No",2003,9,"FC090F71-6F48-41B1-9A79-F9B18C6D4294","SO-E0000936",0.2345,20.89,82.4,4.59,8.045,0.0028,7.53,7.355,4.4,0.0931,8.14,NA,NA,"FC090F71-6F48-41B1-9A79-F9B18C6D4294",221,0,0,2,0,0,1,0,242,3,10,471,1,1
"121",1123,"SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","EDEN (KENT)","RIVER: Natural/semi-natural flowing fresh watercourse","EDEN BROOK",43551,2,"TQ",39450,45110,"TQ3945045110","GB106040018050",45,1.2,8.1,1,4.3,48.33,2,23,0,75,98.1,NA,NA,NA,"1995-01-01","1993-11-24","2011-10-06",20,FALSE,1,13652,"EDEN BROOK","TQ3945045110",368309,1,"",2003-09-03,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",361939,"2003-11-19","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",10,32,3.2,10,26.1,2.61,NA,NA,NA,NA,NA,NA,NA,6,16,2.67,NA,NA,NA,NA,2.93,0,8,42,5.25,NA,NA,NA,NA,4,0,NA,22,0,10,30.7,3.07,"No",2003,9,"C151D32A-88B7-47DD-9AC5-A92A19F13A09","SO-E0000851",0.204,17.83,25.3666666666667,6.91,15.5333333333333,0.000713333333333333,6.99333333333333,2.41,4.16666666666667,0.214,15.7666666666667,NA,NA,"C151D32A-88B7-47DD-9AC5-A92A19F13A09",545,120,50,0,0,6,0,0,6,28,10,755,0,0
"122",1134,"SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","MEDWAY","RIVER: Natural/semi-natural flowing fresh watercourse","ERIDGE STREAM",43596,2,"TQ",55000,32900,"TQ5500032900","GB106040018390",65,6.2,7.9,2,4.8,15,57,32,5,7,70.2,NA,NA,NA,"1995-01-01","1995-05-11","2019-09-20",16,FALSE,1,13772,"ERIDGE STREAM","TQ5500032900",365079,1,"",2003-09-11,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",358867,"2003-09-29","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",21,103,4.9,23,130,5.65,NA,NA,NA,NA,NA,NA,NA,15,72,4.8,2.26,2.26,100,11.27,12.74,88.46,19,145,7.63,NA,NA,NA,NA,3,0,28,42,66.67,23,123.7,5.38,"No",2003,9,"6D36C2ED-A866-425F-B575-55322615C3CC","SO-E0000959",0.0523333333333333,16.2366666666667,80.9666666666667,3.20666666666667,6.17333333333333,0.000203333333333333,7.14333333333333,7.93,1.33333333333333,0.192333333333333,6.36666666666667,NA,NA,"6D36C2ED-A866-425F-B575-55322615C3CC",24,1101,0,244,1435,0,52,0,89,14,23,2959,7,1487
"123",1136,"SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","MEDWAY","RIVER: Natural/semi-natural flowing fresh watercourse","MEDWAY",43605,2,"TQ",49920,36590,"TQ4992036590","GB106040018181",40,1.7,21.1,4,3.8,53.33,18,75,0,7,67.8,NA,NA,NA,"1995-01-01","1972-09-14","2016-10-17",24,FALSE,1,13799,"MEDWAY","TQ4992036590",367286,1,"",2003-09-10,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",360915,"2003-11-12","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",27,172,6.37,31,192.8,6.22,NA,NA,NA,NA,NA,NA,NA,23,126,5.48,2.76,3.13,88.18,16.52,19.2,86.04,28,213,7.61,NA,NA,NA,NA,3,0,38,53,71.7,31,191.5,6.18,"No",2003,9,"B15BCA9D-586B-40CF-8240-CC15B76F1F35","SO-E0000414",0.0395,17.94,73.9,0.715,3.735,0.000605,7.61,6.98,1.25,0.02425,3.76,NA,NA,"B15BCA9D-586B-40CF-8240-CC15B76F1F35",43,80,0,32,310,2,120,5,641,37,34,1275,13,435
"124",1147,"SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","BEULT","RIVER: Natural/semi-natural flowing fresh watercourse","BEULT",43655,2,"TQ",88960,41860,"TQ8896041860","GB106040018270",25,1.1,12.7,1,5.7,61.67,0,20,0,80,167.4,NA,NA,NA,"1995-01-01","1997-11-26","2014-11-17",14,FALSE,1,13886,"BEULT","TQ8896041860",367807,1,"",2003-10-16,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",361476,"2003-11-25","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",16,59,3.69,17,55.3,3.25,NA,NA,NA,NA,NA,NA,NA,9,30,3.33,NA,NA,NA,0.75,5.39,13.91,15,88,5.87,NA,NA,NA,NA,3,0,4,34,11.76,17,61.5,3.62,"No",2003,10,"341A7BBC-5595-406F-8A52-3BB37D672CCB","SO-E0000551",0.277,15.3266666666667,37.4,0.305,2.82333333333333,0.00288,7.50666666666667,3.71666666666667,2.46666666666667,0.0925666666666667,2.91333333333333,NA,NA,"341A7BBC-5595-406F-8A52-3BB37D672CCB",75,112,1,4,0,25,2,0,10,83,17,312,1,2
"125",1155,"SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","BEULT","RIVER: Natural/semi-natural flowing fresh watercourse","BEULT",43698,2,"TQ",75890,47790,"TQ7589047790","GB106040018270",15,0.4,29.6,4,10.3,68.33,27,17,0,57,138.3,NA,NA,NA,"1995-01-01","1995-04-18","2003-11-05",8,FALSE,1,13976,"BEULT","TQ7589047790",392898,1,"",2003-11-05,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","Local Investigative monitoring",389755,"2005-03-02","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",24,108,4.5,25,100.7,4.03,24,43,1.79,5,5,5,8.96,18,69,3.83,1,9.56,10.46,3.25,7.91,41.09,23,141,6.13,27,156,5.78,2,46,4.35,8,44,18.18,25,101.3,4.05,"No",2003,11,"9C9C41FD-A9C5-48EA-92A9-71D2D4736C12","SO-E0000534",0.087,18.755,72.05,0.2835,3.645,0.000695,7.265,6.71,1.45,0.07805,3.725,6.5,NA,"9C9C41FD-A9C5-48EA-92A9-71D2D4736C12",48,54,8,14,3,2,55,0,22,47,31,258,5,58
"126",1170,"SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","MEDWAY","RIVER: Natural/semi-natural flowing fresh watercourse","TUDELEY BROOK",43783,2,"TQ",65230,43802,"TQ6523043802","GB106040018120",30,7.4,4,1,2.3,11.67,2,90,0,8,66.7,NA,NA,NA,"1995-01-01","1990-03-09","2016-10-05",24,FALSE,1,14127,"TUDELEY BROOK","TQ6523043802",376025,1,"",2003-10-11,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",370436,"2004-01-22","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",15,76,5.07,15,78.6,5.24,NA,NA,NA,NA,NA,NA,NA,9,45,5,NA,NA,NA,4.26,6.18,68.93,13,93,7.15,NA,NA,NA,NA,3,0,16,26,61.54,15,76.4,5.09,"No",2003,10,"08B547AC-40EE-46C7-A92E-D1A7EEF040F5","SO-E0000719",0.06,15.77,83.0333333333333,2.21666666666667,6.53666666666667,0.000866666666666667,7.62333333333333,8.20666666666667,1.7,0.0243666666666667,6.56,NA,NA,"08B547AC-40EE-46C7-A92E-D1A7EEF040F5",15,22,0,20,50,0,30,0,10,56,15,203,6,80
"127",1173,"SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","EDEN (KENT)","RIVER: Natural/semi-natural flowing fresh watercourse","EDEN (KENT)",43793,2,"TQ",40230,47820,"TQ4023047820","GB106040018350",55,3.1,10.5,4,2.7,20,7,63,8,22,148.5,NA,NA,NA,"1995-01-01","1981-06-17","2014-10-07",42,FALSE,1,14145,"EDEN (KENT)","TQ4023047820",368313,1,"",2003-09-03,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","Local Investigative monitoring",361943,"2003-12-05","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",18,85,4.72,19,103.1,5.43,NA,NA,NA,NA,NA,NA,NA,12,57,4.75,0.5,0.5,100,9.29,11.24,82.65,16,121,7.56,NA,NA,NA,NA,4,0,21,35,60,19,97.9,5.15,"No",2003,9,"B6FAE9C0-F43A-4E0C-8FEF-E8200F90BD00","SO-E0000817",0.0476666666666667,17.6366666666667,81.6,2.65666666666667,10.6333333333333,0.00102333333333333,7.81666666666667,7.76333333333333,2.66666666666667,0.101766666666667,10.7666666666667,NA,NA,"B6FAE9C0-F43A-4E0C-8FEF-E8200F90BD00",307,3,0,301,340,2,202,0,14,57,19,1226,5,542
