"","X.x","AGENCY_AREA","CATCHMENT","WATERBODY_TYPE_DESCRIPTION","WATER_BODY.x","SITE_ID","SITE_VERSION","NGR_PREFIX","EASTING","NORTHING","NGR_10_FIG.x","WFD_WATERBODY_ID","ALTITUDE","SLOPE","DIST_FROM_SOURCE","DISCHARGE","WIDTH","DEPTH","BOULDERS_COBBLES","PEBBLES_GRAVEL","SAND","SILT_CLAY","ALKALINITY","CONDUCTIVITY","TOTAL_HARDNESS","CALCIUM","BASE_DATA_DATE","MIN_SAMPLE_DATE","MAX_SAMPLE_DATE","COUNT_OF_SAMPLES","ECN_SITE_INV","SAMPLES_PER_SITE","X.y","WATER_BODY.y","NGR_10_FIG.y","SAMPLE_ID","SAMPLE_VERSION","REPLICATE_CODE","SAMPLE_DATE","SAMPLE_TYPE_DESCRIPTION","SAMPLE_METHOD_DESCRIPTION","SAMPLE_REASON","ANALYSIS_ID","DATE_OF_ANALYSIS","ANALYSIS_TYPE_DESCRIPTION","ANALYSIS_METHOD_DESCRIPTION","BMWP_N_TAXA","BMWP_TOTAL","BMWP_ASPT","WHPT_N_TAXA","WHPT_TOTAL","WHPT_ASPT","CCI_N_TAXA","CCI_CS_TOTAL","CCI_ASPT","CSmax_CoS","BMWP_CoS","CCI_CoS","CCI","DEHLI_N_TAXA","DIS_TOTAL","DEHLI","EPSI_ML_S_GRP","EPSI_ML_ALL_GRP","EPSI_MIXED_LEVEL_SCORE","EPSI_S_GRP","EPSI_ALL_GRP","EPSI_FAMILY_SCORE","LIFE_N_TAXA","LIFE_SCORES_TOTAL","LIFE_FAMILY_INDEX","LIFE_SPECIES_N_TAXA","LIFE_SPECIES_SCORES_TOTAL","LIFE_SPECIES_INDEX","PSI_ML_AB","PSI_ML_ABCD","PSI_MIXED_LEVEL_SCORE","PSI_AB","PSI_ABCD","PSI_FAMILY_SCORE","WHPT_NW_N_TAXA","WHPT_NW_TOTAL","WHPT_NW_ASPT","IS_THIRD_PARTY_DATA","SAMPLE_DATE_YEAR","SAMPLE_DATE_MONTH","identifier.x","sample.samplingPoint.notation","Ammonia un-ionised as N_mg/l","Oxygen, Dissolved as O2_mg/l","Orthophosphate, reactive as P_mg/l","Temperature of Water_cel","Ammoniacal Nitrogen as N_mg/l","pH_phunits","Nitrogen, Total Oxidised as N_mg/l","Oxygen, Dissolved, % Saturation_%","Nitrite as N_mg/l","Nitrate as N_mg/l","BOD : 5 Day ATU_mg/l","Solids, Suspended at 105 C_mg/l","Phosphorus, Total as P_mg/l","Chlorophyll : Acetone Extract_ug/l","identifier.y","annelid","crustacean","flatworm (Turbellaria)","insect - beetle (Coleoptera)","insect - caddis fly (Trichoptera)","insect - dragonfly (Odonata)","insect - mayfly (Ephemeroptera)","insect - stonefly (Plecoptera)","insect - true fly (Diptera)","mollusc","macro_richness","total_abundance","ept_richness","ept_abundance"
"110",1448,"SOUTHERN - KENT & E. SUSSEX","TEISE","RIVER: Natural/semi-natural flowing fresh watercourse","BARTLEY MILL STREAM",43076,2,"TQ",64700,35940,"TQ6470035940","GB106040018240",50,2.4,9,2,2.8,20,7,72,0,22,68.7,NA,NA,NA,"1995-01-01","1989-11-13","2020-10-15",29,FALSE,1,16088,"BARTLEY MILL STREAM","TQ6470035940",546395,1,"",2006-10-10,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",541298,"2006-11-29","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",22,137,6.23,23,153.4,6.67,13,21,1.62,5,5,5,8.08,17,106,6.24,14.52,17.21,84.37,11.05,13.72,80.54,20,158,7.9,18,149,8.28,29,40,72.5,31,43,72.09,23,152.1,6.61,"No",2006,10,"1B016C90-656A-4319-923E-0F70470DCE82","SO-E0000695",0.000613333333333333,9.53,0.277333333333333,16.12,0.0343333333333333,7.75,1.96666666666667,97.1,0.0056,1.96,1.1,NA,NA,NA,"1B016C90-656A-4319-923E-0F70470DCE82",61,60,0,65,35,0,192,5,134,60,25,612,12,232
"111",1518,"SOUTHERN - KENT & E. SUSSEX","TEISE","RIVER: Natural/semi-natural flowing fresh watercourse","TEISE",43326,2,"TQ",62920,38430,"TQ6292038430","GB106040018250",60,7.2,5.8,1,3.1,15,8,82,0,10,55.7,NA,NA,NA,"1995-01-01","1993-03-26","2013-09-16",26,FALSE,1,16849,"TEISE","TQ6292038430",548741,1,"",2006-10-10,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",543989,"2007-02-01","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",16,84,5.25,18,97,5.39,NA,NA,NA,NA,NA,NA,NA,14,70,5,0.5,0.5,100,2.5,5.41,46.21,14,98,7,1,8,8,1,4,25,10,24,41.67,18,104,5.78,"No",2006,10,"44E6DAC1-CCBE-4CA0-B86B-36D99019813A","SO-E0000642",0.000895,7.415,0.0385,17.255,0.0625,7.6,3.75,77.5,0.01295,3.735,2.8,NA,NA,NA,"44E6DAC1-CCBE-4CA0-B86B-36D99019813A",50,34,0,2,10,1,22,0,154,5,18,278,6,32
"112",1536,"SOUTHERN - KENT & E. SUSSEX","MEDWAY","RIVER: Natural/semi-natural flowing fresh watercourse","BARDEN MILL STREAM TRIB.",43415,2,"TQ",56000,42400,"TQ5600042400","GB106040018100",50,20,1.5,1,2.3,11.67,8,77,0,15,110.3,NA,NA,NA,"1995-01-01","1990-03-05","2009-10-20",24,FALSE,1,17008,"BARDEN MILL STREAM TRIB.","TQ5600042400",543809,1,"",2006-09-15,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",538847,"2006-10-06","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",16,69,4.31,17,75.4,4.44,NA,NA,NA,NA,NA,NA,NA,11,48,4.36,1.63,1.63,100,5.5,8.19,67.16,14,96,6.86,NA,NA,NA,NA,3,0,15,32,46.88,17,82,4.82,"No",2006,9,"CED29086-814C-4BBF-B9C6-24EB91E5A011","SO-E0000909",0.000746666666666667,9.82666666666667,1.395,16.9566666666667,0.03,7.91,7.95,101.766666666667,0.007,7.94666666666667,1.2,NA,NA,NA,"CED29086-814C-4BBF-B9C6-24EB91E5A011",95,250,100,20,3,0,5,0,142,7,19,624,3,8
"113",1566,"SOUTHERN - KENT & E. SUSSEX","MEDWAY","RIVER: Natural/semi-natural flowing fresh watercourse","GROM",43545,2,"TQ",52940,37480,"TQ5294037480","GB106040018400",45,3.8,6.2,1,2.8,11.67,8,73,0,18,48.3,NA,NA,NA,"1995-01-01","1985-11-21","2018-10-01",58,FALSE,1,17338,"GROM","TQ5294037480",544132,1,"",2006-10-11,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","Local Investigative monitoring",539155,"2006-10-16","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",17,83,4.88,21,111.5,5.31,NA,NA,NA,NA,NA,NA,NA,13,66,5.08,2.26,2.26,100,5.02,7.44,67.47,17,120,7.06,NA,NA,NA,NA,4,0,16,31,51.61,21,112.9,5.38,"No",2006,10,"FC090F71-6F48-41B1-9A79-F9B18C6D4294","SO-E0000940",0.00142,7.04333333333333,0.315142857142857,16.4,0.341857142857143,7.54,1.03571428571429,71.7,0.0699714285714286,0.965428571428571,3.37142857142857,34,NA,NA,"FC090F71-6F48-41B1-9A79-F9B18C6D4294",302,87,0,12,5,0,16,0,149,50,23,622,4,21
"114",1567,"SOUTHERN - KENT & E. SUSSEX","MEDWAY","RIVER: Natural/semi-natural flowing fresh watercourse","GROM",43546,2,"TQ",52550,37480,"TQ5255037480","GB106040018400",40,3.8,6.6,1,3.2,21.67,5,73,5,17,86.4,NA,NA,NA,"1995-01-01","1985-11-21","2018-10-01",55,FALSE,1,17359,"GROM","TQ5255037480",544439,1,"",2006-10-11,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",539411,"2006-10-23","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",21,86,4.1,24,84.6,3.53,NA,NA,NA,NA,NA,NA,NA,15,59,3.93,2.13,2.13,100,6,12.11,49.55,20,125,6.25,NA,NA,NA,NA,4,0,15,52,28.85,24,99,4.13,"No",2006,10,"FC090F71-6F48-41B1-9A79-F9B18C6D4294","SO-E0000936",0.03604,NA,3.50428571428571,17.91,6.928,7.4175,8.25285714285714,87.75,0.601057142857143,7.65857142857143,9.4,20.7,NA,NA,"FC090F71-6F48-41B1-9A79-F9B18C6D4294",850,1600,20,40,50,1,60,0,3355,107,24,6083,2,110
"115",1585,"SOUTHERN - KENT & E. SUSSEX","MEDWAY","RIVER: Natural/semi-natural flowing fresh watercourse","ERIDGE STREAM",43594,2,"TQ",54230,34580,"TQ5423034580","GB106040018390",55,4.1,10,2,5.8,20,70,17,7,7,71.5,NA,NA,NA,"1995-01-01","1995-05-11","2006-09-21",13,FALSE,1,17546,"ERIDGE STREAM","TQ5423034580",543223,1,"",2006-09-21,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",538436,"2006-09-26","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",21,125,5.95,21,127.3,6.06,NA,NA,NA,NA,NA,NA,NA,16,90,5.63,2.13,2.13,100,8.51,10.2,83.43,21,156,7.43,1,8,8,NA,2,0,25,34,73.53,21,126.3,6.01,"No",2006,9,"AFAD4D5E-C864-4B44-9411-E81323E08194","SO-E0000957",0.00137333333333333,7.79666666666667,1.63,16.59,0.09,7.62666666666667,5.34,80.1333333333333,0.0220333333333333,5.32,2.1,17.4333333333333,NA,NA,"AFAD4D5E-C864-4B44-9411-E81323E08194",8,1,0,150,59,0,17,0,24,21,25,283,11,76
"116",1586,"SOUTHERN - KENT & E. SUSSEX","MEDWAY","RIVER: Natural/semi-natural flowing fresh watercourse","ERIDGE STREAM",43596,2,"TQ",55000,32900,"TQ5500032900","GB106040018390",65,6.2,7.9,2,4.8,15,57,32,5,7,70.2,NA,NA,NA,"1995-01-01","1995-05-11","2019-09-20",16,FALSE,1,17552,"ERIDGE STREAM","TQ5500032900",544332,1,"",2006-09-21,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",539334,"2006-10-20","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",20,110,5.5,22,127.4,5.79,17,26,1.53,5,5,5,7.65,18,101,5.61,17.01,19.46,87.41,12.74,14.92,85.39,21,162,7.71,22,173,7.86,32,45,71.11,31,43,72.09,22,126.3,5.74,"No",2006,9,"6D36C2ED-A866-425F-B575-55322615C3CC","SO-E0000959",NA,NA,NA,NA,NA,7.21,NA,NA,NA,NA,NA,NA,NA,NA,"6D36C2ED-A866-425F-B575-55322615C3CC",18,102,1,193,533,0,36,1,308,14,30,1208,13,570
"117",1587,"SOUTHERN - KENT & E. SUSSEX","MEDWAY","RIVER: Natural/semi-natural flowing fresh watercourse","PIPPINGFORD BROOK TRIB.",43597,2,"TQ",49730,35700,"TQ4973035700","GB106040018370",45,2.8,8.1,1,4,13.33,33,52,7,8,30.3,NA,NA,NA,"1995-01-01","1981-06-17","2013-09-25",24,FALSE,1,17564,"PIPPINGFORD BROOK TRIB.","TQ4973035700",546590,1,"",2006-11-02,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","Local Investigative monitoring",541514,"2006-12-05","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",25,157,6.28,26,171.9,6.61,1,6,6,5,7,7,42,20,111,5.55,1.5,1.5,100,12.97,16.35,79.33,23,176,7.65,1,8,8,1,4,25,30,45,66.67,26,170.3,6.55,"No",2006,11,"C717669A-1CD8-4480-B066-8A1CB7C87A93","SO-E0000976",0.000285,7.69,0.3585,16.095,0.0605,7.215,3.215,78.1,0.0112,3.205,2.2,NA,NA,NA,"C717669A-1CD8-4480-B066-8A1CB7C87A93",80,52,3,72,201,0,45,20,29,735,26,1237,12,266
"118",1588,"SOUTHERN - KENT & E. SUSSEX","MEDWAY","RIVER: Natural/semi-natural flowing fresh watercourse","MEDWAY",43605,2,"TQ",49920,36590,"TQ4992036590","GB106040018181",40,1.7,21.1,4,3.8,53.33,18,75,0,7,67.8,NA,NA,NA,"1995-01-01","1972-09-14","2016-10-17",24,FALSE,1,17578,"MEDWAY","TQ4992036590",543936,1,"",2006-09-21,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",538958,"2006-10-10","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",27,177,6.56,29,192.1,6.62,NA,NA,NA,NA,NA,NA,NA,22,127,5.77,3.13,3.13,100,19.25,22.65,84.99,27,213,7.89,NA,NA,NA,NA,4,0,45,62,72.58,29,185.2,6.39,"No",2006,9,"B15BCA9D-586B-40CF-8240-CC15B76F1F35","SO-E0000414",0.00054,8.57,0.483666666666667,13.445,0.344333333333333,7.75,3.53666666666667,87.6,0.0722666666666667,3.46333333333333,1.93333333333333,9.75,NA,NA,"B15BCA9D-586B-40CF-8240-CC15B76F1F35",150,100,30,351,649,3,302,15,279,83,31,1962,15,966
"119",1592,"SOUTHERN - KENT & E. SUSSEX","EDEN (KENT)","RIVER: Natural/semi-natural flowing fresh watercourse","EDEN (KENT)",43617,2,"TQ",49537,46230,"TQ4953746230","GB106040018160",35,0.8,26.6,4,7.5,78.33,3,3,0,93,117.4,NA,NA,NA,"1995-01-01","1995-04-07","2017-09-14",17,FALSE,1,17599,"EDEN (KENT)","TQ4953746230",546350,1,"",2006-11-01,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",541261,"2006-11-29","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",20,98,4.9,22,96,4.36,NA,NA,NA,NA,NA,NA,NA,15,69,4.6,0.5,0.5,100,1.25,5.86,21.33,18,114,6.33,NA,NA,NA,NA,4,0,7,34,20.59,22,102.1,4.64,"No",2006,11,"0F5A2DD2-13DB-4251-AC01-8A0121F92EB2","SO-E0000809",0.00386333333333333,6.70666666666667,1.40766666666667,20.0066666666667,0.222333333333333,8.29,1.47333333333333,74.5333333333333,0.0739,1.40033333333333,6.7,38.15,NA,NA,"0F5A2DD2-13DB-4251-AC01-8A0121F92EB2",343,50,0,0,5,3,11,0,256,8,22,677,6,16
"120",1603,"SOUTHERN - KENT & E. SUSSEX","BEULT","RIVER: Natural/semi-natural flowing fresh watercourse","BEULT",43655,2,"TQ",88960,41860,"TQ8896041860","GB106040018270",25,1.1,12.7,1,5.7,61.67,0,20,0,80,167.4,NA,NA,NA,"1995-01-01","1997-11-26","2014-11-17",14,FALSE,1,17705,"BEULT","TQ8896041860",548444,1,"",2006-09-20,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",543629,"2007-01-18","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",18,82,4.56,18,64.7,3.59,NA,NA,NA,NA,NA,NA,NA,11,49,4.45,NA,NA,NA,1.5,6.62,22.66,16,100,6.25,NA,NA,NA,NA,4,0,6,35,17.14,18,69.8,3.88,"No",2006,9,"341A7BBC-5595-406F-8A52-3BB37D672CCB","SO-E0000551",0.00253333333333333,5.69666666666667,0.253,17.3266666666667,0.181666666666667,7.62,2.76666666666667,59.2333333333333,0.0780333333333333,2.69,1.53333333333333,NA,NA,NA,"341A7BBC-5595-406F-8A52-3BB37D672CCB",146,210,3,1,3,5,15,0,30,24,18,440,2,18
"121",1637,"SOUTHERN - KENT & E. SUSSEX","MEDWAY","RIVER: Natural/semi-natural flowing fresh watercourse","TUDELEY BROOK",43783,2,"TQ",65230,43802,"TQ6523043802","GB106040018120",30,7.4,4,1,2.3,11.67,2,90,0,8,66.7,NA,NA,NA,"1995-01-01","1990-03-09","2016-10-05",24,FALSE,1,18022,"TUDELEY BROOK","TQ6523043802",547688,1,"",2006-10-10,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",542765,"2007-01-02","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",18,90,5,19,102.1,5.37,NA,NA,NA,NA,NA,NA,NA,12,64,5.33,1.5,1.5,100,7.53,8.75,86.06,16,124,7.75,1,8,8,1,5,20,22,34,64.71,19,100.6,5.29,"No",2006,10,"08B547AC-40EE-46C7-A92E-D1A7EEF040F5","SO-E0000719",0.00039,8.35,2.07666666666667,15.7133333333333,0.0403333333333333,7.53666666666667,7.68333333333333,84.2,0.0145,7.67333333333333,2.26666666666667,NA,NA,NA,"08B547AC-40EE-46C7-A92E-D1A7EEF040F5",206,60,0,100,39,0,15,0,21,29,19,470,7,54
"122",1641,"SOUTHERN - KENT & E. SUSSEX","EDEN (KENT)","RIVER: Natural/semi-natural flowing fresh watercourse","EDEN (KENT)",43793,2,"TQ",40230,47820,"TQ4023047820","GB106040018350",55,3.1,10.5,4,2.7,20,7,63,8,22,148.5,NA,NA,NA,"1995-01-01","1981-06-17","2014-10-07",42,FALSE,1,18056,"EDEN (KENT)","TQ4023047820",546530,1,"",2006-11-01,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","Local Investigative monitoring",541441,"2006-12-04","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",18,95,5.28,19,106.4,5.6,NA,NA,NA,NA,NA,NA,NA,12,65,5.42,0.5,0.5,100,7.28,10.43,69.8,16,120,7.5,NA,NA,NA,NA,4,0,20,34,58.82,19,105,5.53,"No",2006,11,"B6FAE9C0-F43A-4E0C-8FEF-E8200F90BD00","SO-E0000817",0.00107,8.14,2.61333333333333,17.29,0.0606666666666667,7.79333333333333,9.03,85.4333333333333,0.0349666666666667,9.01333333333333,2.33333333333333,NA,NA,NA,"B6FAE9C0-F43A-4E0C-8FEF-E8200F90BD00",101,6,0,200,357,5,109,0,38,134,19,950,8,466
"123",1649,"SOUTHERN - KENT & E. SUSSEX","LEN","RIVER: Natural/semi-natural flowing fresh watercourse","LEN",43807,2,"TQ",78540,54670,"TQ7854054670","GB106040018430",20,3.4,13.8,3,5,41.67,9,17,47,28,218.8,NA,NA,NA,"1995-01-01","1981-06-19","2013-09-12",35,FALSE,1,18230,"LEN","TQ7854054670",547694,1,"",2006-09-20,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",542768,"2007-01-03","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",15,64,4.27,16,62.6,3.91,NA,NA,NA,NA,NA,NA,NA,11,53,4.82,NA,NA,NA,1.25,4.42,28.28,14,92,6.57,NA,NA,NA,NA,4,0,6,26,23.08,16,68.2,4.26,"No",2006,9,"92AEEAE5-FBCF-4700-97E0-4ABC6F495EF4","SO-E0000484",0.001035,7.775,0.3685,18.385,0.032,8.04,4.715,83.1,0.01615,4.7,2.5,NA,NA,NA,"92AEEAE5-FBCF-4700-97E0-4ABC6F495EF4",309,25,0,10,3,0,7,0,150,4,16,511,3,10
"124",1650,"SOUTHERN - KENT & E. SUSSEX","LEN","RIVER: Natural/semi-natural flowing fresh watercourse","LEN",43809,2,"TQ",86400,52150,"TQ8640052150","GB106040018430",75,8,3.5,1,2.2,14,7,37,42,15,239.6,NA,NA,NA,"1995-01-01","1994-05-09","2020-10-28",25,FALSE,1,18247,"LEN","TQ8640052150",547926,1,"",2006-09-20,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","Local Investigative monitoring",543036,"2007-01-12","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",21,109,5.19,21,112.3,5.35,NA,NA,NA,NA,NA,NA,NA,16,79,4.94,1.5,1.5,100,6.51,11.38,57.21,20,149,7.45,NA,NA,NA,NA,4,0,21,44,47.73,21,107.6,5.12,"No",2006,9,"E86F22D1-AC92-4384-A3A6-C5EE5DA13A3F","SO-E0000494",0.00116,8.295,0.7105,16.325,0.046,7.91,5.7,84.8,0.0909,5.61,1.5,NA,NA,NA,"E86F22D1-AC92-4384-A3A6-C5EE5DA13A3F",108,302,20,100,20,5,63,0,20,103,24,746,7,83
"125",1662,"SOUTHERN - KENT & E. SUSSEX","LEN","RIVER: Natural/semi-natural flowing fresh watercourse","LEN TRIB.",43845,2,"TQ",82380,53780,"TQ8238053780","GB106040018430",50,19.5,1.1,1,3.2,13.33,8,48,28,15,221.7,NA,NA,NA,"1995-01-01","1990-03-06","2013-10-14",33,FALSE,1,18387,"LEN TRIB.","TQ8238053780",545598,1,"",2006-09-20,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",540548,"2006-11-15","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",13,55,4.23,13,58,4.46,NA,NA,NA,NA,NA,NA,NA,6,29,4.83,1.5,1.5,100,5.78,7.5,77.07,11,84,7.64,NA,NA,NA,NA,3,0,18,30,60,13,57.6,4.43,"No",2006,9,"79D6A22E-5103-4F34-8625-749E2E8D6CE9","SO-E0000504",0.000926666666666667,8.85333333333333,0.196,16.2733333333333,0.041,8.05666666666667,7.36666666666667,90.6333333333333,0.0328666666666667,7.33333333333333,1.73333333333333,NA,NA,NA,"79D6A22E-5103-4F34-8625-749E2E8D6CE9",16,3600,12,7,25,0,100,0,403,53,15,4216,2,125
"126",1698,"SOUTHERN - KENT & E. SUSSEX","DARENT","RIVER: Natural/semi-natural flowing fresh watercourse","CRAY",44031,2,"TQ",47760,71290,"TQ4776071290","GB106040023990",25,7.7,5.1,1,6.5,30,5,70,8,17,235,NA,NA,NA,"1995-01-01","1985-01-08","2015-10-06",54,FALSE,1,18652,"CRAY","TQ4776071290",548294,1,"",2006-10-10,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","Local Investigative monitoring",543443,"2007-01-23","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",18,80,4.44,21,84.3,4.01,NA,NA,NA,NA,NA,NA,NA,16,72,4.5,1,1.86,53.76,4.25,9.12,46.6,16,104,6.5,NA,NA,NA,NA,3,0,13,42,30.95,21,86.7,4.13,"No",2006,10,"41FADB30-6267-47F4-9695-7DFB73DC32B6","SO-E0000150",0.001575,9.005,0.037,20.155,0.0485,7.99,2.38,99.95,0.06125,2.32,1.4,4.65,NA,NA,"41FADB30-6267-47F4-9695-7DFB73DC32B6",74,630,402,30,7,42,20,0,120,132,22,1457,3,27
"127",1738,"SOUTHERN - KENT & E. SUSSEX","TEISE","RIVER: Natural/semi-natural flowing fresh watercourse","TEISE",44286,2,"TQ",71233,38453,"TQ7123338453","GB106040018260",30,1.8,24.8,4,5.3,40,43,43,5,8,53.5,NA,NA,NA,"1995-01-01","1981-06-18","2019-10-24",46,FALSE,1,19071,"TEISE","TQ7123338453",547244,1,"",2006-10-10,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",542233,"2006-12-20","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",26,151,5.81,29,167.6,5.78,NA,NA,NA,NA,NA,NA,NA,22,124,5.64,1,1,100,11.8,16.2,72.84,26,194,7.46,NA,NA,NA,NA,3,0,31,59,52.54,29,168.4,5.81,"No",2006,10,"14D9FFE9-619A-4176-BF5F-1B6319F7FC90","SO-E0000637",0.00081,7.08,0.175,15.32,0.03,8.01,3.39,70.9,0.016,3.37,1,6.1,NA,NA,"14D9FFE9-619A-4176-BF5F-1B6319F7FC90",47,1,4,300,241,1,36,0,65,134,29,829,12,277
"128",1739,"SOUTHERN - KENT & E. SUSSEX","TEISE","RIVER: Natural/semi-natural flowing fresh watercourse","TEISE TRIB.(KILNDOWN)",44290,2,"TQ",71270,36640,"TQ7127036640","GB106040018510",35,3.8,6.4,1,1.6,16.67,40,48,0,12,60.3,NA,NA,NA,"1995-01-01","1990-03-06","2015-10-08",40,FALSE,1,19094,"TEISE TRIB.(KILNDOWN)","TQ7127036640",550245,1,"",2006-10-10,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",545965,"2007-03-06","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",25,129,5.16,26,137.2,5.28,NA,NA,NA,NA,NA,NA,NA,18,89,4.94,1.63,1.63,100,8.49,11.89,71.4,23,162,7.04,NA,NA,NA,NA,4,0,24,49,48.98,26,138.5,5.33,"No",2006,10,"CFDD6E26-17AB-48B5-9573-8C68A34795E1","SO-E0000677",0.000796666666666667,7.17666666666667,0.389,15.32,0.071,7.57,2.76666666666667,71.9,0.0314,2.73666666666667,1.13333333333333,NA,NA,NA,"CFDD6E26-17AB-48B5-9573-8C68A34795E1",224,110,0,60,49,0,31,3,76,113,27,670,9,83
