"","AGENCY_AREA","CATCHMENT","WATERBODY_TYPE_DESCRIPTION","WATER_BODY","SITE_ID","SITE_VERSION","NGR_PREFIX","EASTING","NORTHING","NGR_10_FIG","FULL_EASTING","FULL_NORTHING","WFD_WATERBODY_ID","ALTITUDE","SLOPE","DIST_FROM_SOURCE","DISCHARGE","WIDTH","DEPTH","BOULDERS_COBBLES","PEBBLES_GRAVEL","SAND","SILT_CLAY","ALKALINITY","CONDUCTIVITY","TOTAL_HARDNESS","CALCIUM","BASE_DATA_DATE","MIN_SAMPLE_DATE","MAX_SAMPLE_DATE","COUNT_OF_SAMPLES","ECN_SITE_INV"
"775","THAMES - WEST","WINDRUSH","RIVER: Natural/semi-natural flowing fresh watercourse","SLADE BARN STREAM",35591,1,"SP",9558,25005,"SP0955825005",409558,225005,"GB106039037440",165,1.2,5.67,1,1.8,17.67,2,40,13,45,150,,,,1995-01-01,1990-05-20,2016-10-10,22,FALSE
"776","THAMES - SOUTH EAST","THAMES SOURCE TO TEDDINGTON (SE SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","THAMES (SE AREA)",35603,1,"SU",90430,82710,"SU9043082710",490430,182710,"GB106039023231",23,0.3,185.882,9,55,100,20,55,20,5,217,,,,1995-01-01,1989-10-02,2014-09-19,39,FALSE
"777","THAMES - SOUTH EAST","WEY (THAMES)","RIVER: Natural/semi-natural flowing fresh watercourse","TILLINGBOURNE",35614,1,"TQ",1202,47423,"TQ0120247423",501202,147423,"GB106039017840",36,4,18.46,2,4.9,20,3,53,36,8,94,,,,2012-10-04,1999-09-30,2019-09-05,31,FALSE
"778","THAMES - WEST","CHERWELL AND RAY (OXON)","RIVER: Natural/semi-natural flowing fresh watercourse","HOOK NORTON BROOK",35660,1,"SP",38666,33047,"SP3866633047",438666,233047,"GB106039037210",135,4,6,1,1.5,16.67,8,55,17,20,120,,,,1995-01-01,1990-10-15,2018-11-26,23,FALSE
"779","THAMES - SOUTH EAST","LODDON","RIVER: Natural/semi-natural flowing fresh watercourse","LODDON",35665,1,"SU",67447,54575,"SU6744754575",467447,154575,"GB106039017080",65,3.3,6.92,1,6,40,8,71,15,6,256,,,,2012-10-04,2002-05-24,2021-08-11,51,FALSE
"780","THAMES - SOUTH EAST","WEY (THAMES)","RIVER: Natural/semi-natural flowing fresh watercourse","WEY (NORTH)",35683,1,"SU",73083,40143,"SU7308340143",473083,140143,"GB106039017830",96,3.3,2.96,1,,,,,,,,,,,,1998-04-30,2009-11-19,22,FALSE
"781","THAMES - SOUTH EAST","MOLE","RIVER: Natural/semi-natural flowing fresh watercourse","WALLACE BROOK",35717,1,"TQ",23500,47800,"TQ2350047800",523500,147800,"GB106039017621",0,,,,,,,,,,,,,,,2002-12-10,2002-12-10,1,FALSE
"782","THAMES - SOUTH EAST","MOLE","RIVER: Natural/semi-natural flowing fresh watercourse","HOLMWOOD STREAM",35743,1,"TQ",18400,44700,"TQ1840044700",518400,144700,"GB106039017550",80,14.9,2.98,1,,,,,,,,,,,,1995-09-30,2012-07-27,8,FALSE
"783","THAMES - SOUTH EAST","MOLE","RIVER: Natural/semi-natural flowing fresh watercourse","HOLMWOOD STREAM",35744,1,"TQ",19050,45010,"TQ1905045010",519050,145010,"GB106039017550",70,12.3,3.592,1,1.4,9.33,27,48,13,12,90.4,,,,1995-01-01,1990-02-01,2012-07-27,24,FALSE
"784","THAMES - SOUTH EAST","LODDON","RIVER: Natural/semi-natural flowing fresh watercourse","EMM BROOK",35749,1,"SU",79862,70424,"SU7986270424",479862,170424,"GB106039023130",43,1.9,7.916,1,3,35,18,38,22,22,164,,,,1995-01-01,1990-03-16,2018-10-04,27,FALSE
"785","THAMES - SOUTH EAST","LODDON","RIVER: Natural/semi-natural flowing fresh watercourse","EMM BROOK",35753,1,"SU",81282,67735,"SU8128267735",481282,167735,"GB106039023130",60,7.1,4.52,1,,,,,,,,,,,,1993-05-27,2015-03-04,5,FALSE
"786","THAMES - SOUTH EAST","LODDON","RIVER: Natural/semi-natural flowing fresh watercourse","ASHRIDGE STREAM",35762,1,"SU",79950,70480,"SU7995070480",479950,170480,"GB106039023130",43,3,1.718,1,2.5,26.33,3,27,23,47,210,,,,1995-01-01,1990-08-28,2018-10-04,25,FALSE
"787","THAMES - SOUTH EAST","MOLE","RIVER: Natural/semi-natural flowing fresh watercourse","SALFORDS STREAM",35763,1,"TQ",30900,47600,"TQ3090047600",530900,147600,"GB106039017560",62,2.5,3.88,1,3,32.5,21,45,0,34,204,,,,2012-10-04,2013-05-08,2015-10-27,4,FALSE
"788","THAMES - WEST","THAMES SOURCE TO TEDDINGTON (W SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","CHURN",35765,1,"SP",529,13224,"SP0052913224",400529,213224,"GB106039029810",155,2.5,1.64,,,,,,,,,,,,,2002-03-27,2002-03-27,1,FALSE
"789","THAMES - WEST","WINDRUSH","RIVER: Natural/semi-natural flowing fresh watercourse","WINDRUSH",35777,1,"SP",28247,11829,"SP2824711829",428247,211829,"GB106039030440",97,1.7,45.62,5,11.4,32.67,7,45,35,13,181,,,,1995-01-01,1989-10-25,2009-10-06,30,FALSE
"790","THAMES - WEST","KENNET","RIVER: Natural/semi-natural flowing fresh watercourse","WINTERBOURNE",35779,1,"SU",45255,69534,"SU4525569534",445255,169534,"GB106039023210",78,2,7.62,1,4.6,28,7,28,52,13,241,,,,1995-01-01,1990-03-06,2021-05-10,35,FALSE
"791","THAMES - WEST","WYE (THAMES)","RIVER: Natural/semi-natural flowing fresh watercourse","WYE (THAMES",35781,1,"SU",88794,91985,"SU8879491985",488794,191985,"GB106039023880",60,3.3,8.69,2,15.8,32,3,17,7,73,246,,,,1995-01-01,1989-10-04,2004-09-17,20,FALSE
"792","THAMES - WEST","WYE (THAMES)","RIVER: Natural/semi-natural flowing fresh watercourse","WYE (THAMES",35782,1,"SU",87777,92372,"SU8777792372",487777,192372,"GB106039023880",60,3.3,7.6,2,2.8,26,11,59,13,17,232,,,,1995-01-01,1989-10-04,2019-11-01,44,FALSE
"793","THAMES - WEST","WYE (THAMES)","RIVER: Natural/semi-natural flowing fresh watercourse","WYE (THAMES",35783,1,"SU",89550,86492,"SU8955086492",489550,186492,"GB106039023880",26,3.3,17.33,3,7,30,6,65,23,6,247,,,,1995-01-01,1989-10-04,2019-09-06,48,FALSE
"794","THAMES - SOUTH EAST","THAMES SOURCE TO TEDDINGTON (SE SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","SALT HILL STREAM",35787,1,"SU",96750,80350,"SU9675080350",496750,180350,"GB106039023530",26,3.4,5.729,1,3,16.67,4,48,23,25,161,,,,1995-01-01,1990-11-27,2019-10-15,41,FALSE
"795","THAMES - SOUTH EAST","LODDON","RIVER: Natural/semi-natural flowing fresh watercourse","WHITEWATER (LODDON)",35790,1,"SU",73721,54858,"SU7372154858",473721,154858,"GB106039017240",65,1.9,7.04,1,,,,,,,,,,,,2004-04-27,2009-11-11,13,FALSE
"796","THAMES - SOUTH EAST","LODDON","RIVER: Natural/semi-natural flowing fresh watercourse","WHITEWATER (LODDON)",35791,1,"SU",72191,51338,"SU7219151338",472191,151338,"GB106039017240",80,4,2,1,7.9,37.5,4,66,22,8,218,,,,2012-10-04,2004-04-27,2021-04-07,36,FALSE
"797","THAMES - SOUTH EAST","LODDON","RIVER: Natural/semi-natural flowing fresh watercourse","WHITEWATER (LODDON)",35792,1,"SU",73820,60110,"SU7382060110",473820,160110,"GB106039017240",49,0.9,15.238,2,6.6,20.67,3,67,23,7,218,,,,1995-01-01,1990-04-05,2021-05-06,63,FALSE
"798","THAMES - SOUTH EAST","LODDON","RIVER: Natural/semi-natural flowing fresh watercourse","WHITEWATER (LODDON)",35794,1,"SU",73886,58256,"SU7388658256",473886,158256,"GB106039017240",60,1.4,11.3,2,,,,,,,,,,,,2005-05-04,2005-09-14,2,FALSE
"799","THAMES - WEST","WINDRUSH","RIVER: Natural/semi-natural flowing fresh watercourse","WINDRUSH",35797,1,"SP",29057,11527,"SP2905711527",429057,211527,"GB106039030440",95,1.2,37.9,5,13,35,1,24,5,70,194,,,,2012-10-04,2011-04-12,2017-09-22,9,FALSE
"800","THAMES - WEST","WINDRUSH","RIVER: Natural/semi-natural flowing fresh watercourse","WINDRUSH",35798,1,"SP",40196,1720,"SP4019601720",440196,201720,"GB106039030333",64,0.7,72.57,5,7.4,43.33,0,48,43,8,195,,,,1995-01-01,1989-10-10,2017-09-22,41,FALSE
"801","THAMES - WEST","WINDRUSH","RIVER: Natural/semi-natural flowing fresh watercourse","WINDRUSH",35799,1,"SP",12938,22650,"SP1293822650",412938,222650,"GB106039030480",148,2.9,13.19,2,2.7,30.8,8,57,18,17,150,,,,2012-10-04,2001-06-25,2021-10-08,40,FALSE
"802","THAMES - SOUTH EAST","WEY (THAMES)","RIVER: Natural/semi-natural flowing fresh watercourse","WEY",35800,1,"SU",94650,43880,"SU9465043880",494650,143880,"GB106039017820",41,0.6,42.58,5,10.5,39.33,5,47,43,5,113,,,,1995-01-01,1990-11-29,2014-09-15,21,FALSE
"803","THAMES - SOUTH EAST","WEY (THAMES)","RIVER: Natural/semi-natural flowing fresh watercourse","WEY",35803,1,"TQ",6995,61334,"TQ0699561334",506995,161334,"GB106039017630",13,0.6,75.12,4,15,70,6,36,52,7,114,,,,1995-01-01,1990-05-15,2014-09-18,24,FALSE
"804","THAMES - SOUTH EAST","WEY (THAMES)","RIVER: Natural/semi-natural flowing fresh watercourse","WEY",35808,1,"TQ",4053,57565,"TQ0405357565",504053,157565,"GB106039017630",20,0.8,67.76,6,12.7,70,5,50,28,17,118,,,,1995-01-01,1991-12-05,2004-11-10,10,FALSE
"805","THAMES - SOUTH EAST","LODDON","RIVER: Natural/semi-natural flowing fresh watercourse","WHITEWATER (LODDON)",35810,1,"SU",74102,63339,"SU7410263339",474102,163339,"GB106039017240",46,0.9,19.561,2,13.2,41.67,3,62,20,15,157,,,,1995-01-01,1990-04-05,2006-10-31,23,FALSE
"806","THAMES - SOUTH EAST","WEY (THAMES)","RIVER: Natural/semi-natural flowing fresh watercourse","WEY (SOUTH)",35811,1,"SU",87320,32660,"SU8732032660",487320,132660,"GB106039017700",111,6.5,5.652,1,3.7,21,12,57,20,12,74.2,,,,1995-01-01,1990-03-19,2013-09-17,23,FALSE
"807","THAMES - SOUTH EAST","WEY (THAMES)","RIVER: Natural/semi-natural flowing fresh watercourse","WEY (SOUTH)",35812,1,"SU",80820,36690,"SU8082036690",480820,136690,"GB106039017720",66,1.4,17.36,3,6.7,51.67,13,48,25,13,82.4,,,,1995-01-01,1990-03-19,2021-12-01,59,FALSE
"808","THAMES - SOUTH EAST","WEY (THAMES)","RIVER: Natural/semi-natural flowing fresh watercourse","WEY",35817,1,"SU",99660,47770,"SU9966047770",499660,147770,"GB106039017630",33,0.9,51.842,5,9.7,103.33,0,0,67,33,102,,,,1995-01-01,1990-04-11,2005-09-19,21,FALSE
"809","THAMES - SOUTH EAST","WEY (THAMES)","RIVER: Natural/semi-natural flowing fresh watercourse","WEY",35818,1,"TQ",6745,65028,"TQ0674565028",506745,165028,"GB106039017630",11,0.6,79.59,4,15,300,0,3,47,50,114,,,,1995-01-01,1990-04-02,2014-09-17,25,FALSE
"810","THAMES - SOUTH EAST","WEY (THAMES)","RIVER: Natural/semi-natural flowing fresh watercourse","WEY",35819,1,"TQ",901,52615,"TQ0090152615",500901,152615,"GB106039017630",27,0.8,66.13,6,,,,,,,,,,,,2005-02-04,2005-02-04,1,FALSE
"811","THAMES - SOUTH EAST","WEY (THAMES)","RIVER: Natural/semi-natural flowing fresh watercourse","WEY",35820,1,"TQ",550,53138,"TQ0055053138",500550,153138,"GB106039017630",27,0.8,66.86,6,,,,,,,,,,,,2005-02-04,2005-02-04,1,FALSE
"812","THAMES - SOUTH EAST","WEY (THAMES)","RIVER: Natural/semi-natural flowing fresh watercourse","WEY",35821,1,"TQ",1480,55990,"TQ0148055990",501480,155990,"GB106039017630",23,0.8,64.16,6,15.3,310,0,0,0,100,112,,,,1995-01-01,1990-11-29,2004-11-10,13,FALSE
"813","THAMES - SOUTH EAST","WEY (THAMES)","RIVER: Natural/semi-natural flowing fresh watercourse","TILLINGBOURNE",35823,1,"SU",99981,47920,"SU9998147920",499981,147920,"GB106039017840",35,1.5,23.217,2,6,41.67,17,32,33,18,94,,,,1995-01-01,1989-09-08,2004-09-28,24,FALSE
"814","THAMES - WEST","OCK","RIVER: Natural/semi-natural flowing fresh watercourse","UFFINGTON BROOK",35824,1,"SU",30774,90734,"SU3077490734",430774,190734,"GB106039023400",86,2.5,5.09,1,1.6,15,0,10,20,70,210,,,,1995-01-01,1989-09-13,2015-05-13,21,FALSE
"815","THAMES - SOUTH EAST","WEY (THAMES)","RIVER: Natural/semi-natural flowing fresh watercourse","WEY (NORTH)",35829,1,"SU",75612,41730,"SU7561241730",475612,141730,"GB106039017830",86,2.2,6.08,1,7.6,35,17,30,33,20,260,,,,1995-01-01,1990-01-11,2012-07-23,31,FALSE
"816","THAMES - SOUTH EAST","WEY (THAMES)","RIVER: Natural/semi-natural flowing fresh watercourse","WEY (NORTH)",35830,1,"SU",86010,46630,"SU8601046630",486010,146630,"GB106039017830",59,1.7,21.286,4,11.8,66.67,8,45,33,13,229,,,,1995-01-01,1990-03-19,2014-09-19,30,FALSE
"817","THAMES - SOUTH EAST","WEY (THAMES)","RIVER: Natural/semi-natural flowing fresh watercourse","WEY (SOUTH)",35831,1,"SU",80202,36045,"SU8020236045",480202,136045,"GB106039017720",78,1.2,18.07,3,,,,,,,,,,,,2002-09-13,2021-03-30,30,FALSE
"818","THAMES - SOUTH EAST","THAMES SOURCE TO TEDDINGTON (SE SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","THAMES (SE AREA)",35837,1,"SU",95345,77862,"SU9534577862",495345,177862,"GB106039023540",19,0.3,195.83,8,50,216.67,1,57,28,14,219,,,,1995-01-01,1995-04-06,2009-09-17,29,FALSE
"819","THAMES - SOUTH EAST","WEY (THAMES)","RIVER: Natural/semi-natural flowing fresh watercourse","TILLINGBOURNE",35843,1,"TQ",13035,47149,"TQ1303547149",513035,147149,"GB106039017840",132,12.5,4.41,1,1.5,10.67,13,70,17,1,96.2,,,,1995-01-01,1991-12-05,2021-05-25,46,FALSE
"820","THAMES - WEST","THAMES SOURCE TO TEDDINGTON (W SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","THAMES (W AREA)",35844,1,"SU",23149,98074,"SU2314998074",423149,198074,"GB106039030333",72,0.5,39.6,6,15,150,0,50,15,35,210,,,,1995-01-01,1990-04-24,2008-11-25,24,FALSE
"821","THAMES - WEST","THAMES SOURCE TO TEDDINGTON (W SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","THAMES (W AREA)",35847,1,"SP",44540,8704,"SP4454008704",444540,208704,"GB106039030333",62,0.3,76.36,7,26,200,4,45,23,28,210,,,,1995-01-01,1989-10-10,2013-09-19,16,FALSE
"822","THAMES - WEST","THAMES SOURCE TO TEDDINGTON (W SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","THAMES (W AREA)",35848,1,"SU",6025,93286,"SU0602593286",406025,193286,"GB106039022960",80,0.7,13.29,4,5.8,46.67,2,15,75,8,169,,,,1995-01-01,1990-12-31,2016-11-09,17,FALSE
"823","THAMES - WEST","THAMES SOURCE TO TEDDINGTON (W SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","THAMES (W AREA)",35850,1,"SU",63538,76755,"SU6353876755",463538,176755,"GB106039030331",40,0.3,140.51,8,50,230,3,50,27,20,220,,,,1995-01-01,1990-05-23,2013-09-25,24,FALSE
"824","THAMES - WEST","THAMES SOURCE TO TEDDINGTON (W SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","THAMES (W AREA)",35854,1,"SU",59663,81001,"SU5966381001",459663,181001,"GB106039030331",49,0.3,133.97,8,52,320,0,40,40,20,216,,,,1995-01-01,1995-04-27,2013-10-23,13,FALSE
"825","THAMES - WEST","THAMES SOURCE TO TEDDINGTON (W SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","THAMES (W AREA)",35855,1,"SU",75158,75342,"SU7515875342",475158,175342,"GB106039023233",34,0.3,155.68,9,58,350,3,43,35,18,224,,,,1995-01-01,1995-04-27,2000-10-25,5,FALSE
"826","THAMES - WEST","THAMES SOURCE TO TEDDINGTON (W SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","THAMES (W AREA)",35856,1,"SU",59357,83718,"SU5935783718",459357,183718,"GB106039030331",46,2.6,130.84,9,38.3,300,1,29,50,20,216,,,,1995-01-01,1995-04-27,2000-09-21,5,FALSE
"827","THAMES - WEST","THAMES SOURCE TO TEDDINGTON (W SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","THAMES (W AREA)",35859,1,"SU",50891,94787,"SU5089194787",450891,194787,"GB106039030334",49,2.6,105.79,10,38,190,4,33,42,21,226,,,,1995-01-01,1995-04-10,2000-10-03,5,FALSE
"828","THAMES - SOUTH EAST","THAMES SOURCE TO TEDDINGTON (SE SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","THAMES (SE AREA)",35861,1,"TQ",17012,71462,"TQ1701271462",517012,171462,"GB106039023232",6,0.1,240.737,9,,,,,,,74,,,,2012-10-04,1989-10-23,2003-09-12,26,FALSE
"829","THAMES - SOUTH EAST","THAMES SOURCE TO TEDDINGTON (SE SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","THAMES (SE AREA)",35862,1,"SU",99878,75784,"SU9987875784",499878,175784,"GB106039023231",17,0.3,203.982,9,38,180,5,40,35,20,212,,,,1995-01-01,1995-05-03,2009-05-26,29,FALSE
"830","THAMES - WEST","THAMES SOURCE TO TEDDINGTON (W SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","THAMES (W AREA)",35864,1,"SP",48349,9276,"SP4834909276",448349,209276,"GB106039030334",59,0.5,82.81,7,25,230,15,40,20,25,205,,,,1995-01-01,1990-04-30,2013-11-18,22,FALSE
"831","THAMES - WEST","THAMES SOURCE TO TEDDINGTON (W SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","THAMES (W AREA)",35876,1,"SU",1814,94776,"SU0181494776",401814,194776,"GB106039023760",88,1.4,6.75,3,3.6,23.5,0,73,15,13,217,,,,1995-01-01,1995-05-09,2021-10-07,51,FALSE
"832","THAMES - WEST","THAMES SOURCE TO TEDDINGTON (W SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","THAMES (W AREA)",35878,1,"SU",17461,96089,"SU1746196089",417461,196089,"GB106039022990",72,2.1,30.12,5,11.5,88.33,8,53,27,12,232,,,,1995-01-01,1990-05-20,2013-11-22,12,FALSE
"833","THAMES - WEST","THAMES SOURCE TO TEDDINGTON (W SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","THAMES (W AREA)",35879,2,"SU",76447,83083,"SU7644783083",476447,183083,"GB106039023233",36,0.3,166.14,8,72,280,4,72,20,5,223,,,,1995-01-01,1989-10-02,2014-10-16,28,FALSE
"834","THAMES - WEST","THAMES SOURCE TO TEDDINGTON (W SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","THAMES (W AREA)",35881,1,"SU",20383,98318,"SU2038398318",420383,198318,"GB106039022990",77,2.1,35.14,7,16,27.6,2,17,30,52,230,,,,1995-01-01,1995-04-06,2008-11-25,11,FALSE
"835","THAMES - SOUTH EAST","THAMES SOURCE TO TEDDINGTON (SE SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","THAMES (SE AREA)",35886,1,"TQ",10473,67983,"TQ1047367983",510473,167983,"GB106039023232",9,0.1,227.617,9,55.3,260,1,90,5,4,182,,,,1995-01-01,1989-10-23,2015-10-07,35,FALSE
"836","THAMES - WEST","THAMES SOURCE TO TEDDINGTON (W SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","THAMES (W AREA)",35887,1,"SP",40358,1379,"SP4035801379",440358,201379,"GB106039030333",63,0.3,64.68,6,22,160,0,0,0,100,222,,,,1995-01-01,1995-05-17,2009-05-11,6,FALSE
"837","THAMES - SOUTH EAST","THAMES SOURCE TO TEDDINGTON (SE SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","THAMES (SE AREA)",35889,1,"SU",89760,85601,"SU8976085601",489760,185601,"GB106039023233",25,0.3,185.93,9,51.4,99,1,59,33,7,210,,,,2012-10-04,1994-06-02,2014-09-19,23,FALSE
"838","THAMES - WEST","THAMES SOURCE TO TEDDINGTON (W SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","THAMES (W AREA)",35890,1,"SU",10402,93811,"SU1040293811",410402,193811,"GB106039022990",78,0.5,36.1,5,7.2,46.33,6,46,23,25,200,,,,1995-01-01,1994-06-02,2009-05-22,19,FALSE
"839","THAMES - WEST","THAMES SOURCE TO TEDDINGTON (W SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","THAMES (W AREA)",35891,1,"SU",56873,93535,"SU5687393535",456873,193535,"GB106039030334",45,0.3,115.99,8,45,310,1,79,20,0,213,,,,1995-01-01,1990-11-14,2013-09-02,14,FALSE
"840","THAMES - WEST","THAMES SOURCE TO TEDDINGTON (W SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","THAMES (W AREA)",35893,1,"SU",400,97300,"SU0040097300",400400,197300,"GB106039023760",95,1,4.14,1,,,,,,,,,,,,2018-01-10,2019-07-10,8,FALSE
"841","THAMES - WEST","THAMES SOURCE TO TEDDINGTON (W SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","THAMES (W AREA)",35894,1,"SU",11074,93976,"SU1107493976",411074,193976,"GB106039022990",77,0.5,36.9,5,7.7,25,0,50,40,10,218,,,,1995-01-01,1990-03-14,2013-11-22,23,FALSE
"842","THAMES - WEST","THAMES SOURCE TO TEDDINGTON (W SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","THAMES (W AREA)",35895,1,"SP",51451,5535,"SP5145105535",451451,205535,"GB106039030334",57,2,88.46,6,51,230,3,58,14,25,207,,,,1995-01-01,1995-05-23,2004-11-25,7,FALSE
"843","THAMES - SOUTH EAST","THAMES SOURCE TO TEDDINGTON (SE SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","THAMES (SE AREA)",35900,1,"TQ",17440,67824,"TQ1744067824",517440,167824,"GB106039023232",8,0.1,236.517,9,58,300,45,45,10,0,193,,,,1995-01-01,1989-10-23,2014-09-30,37,FALSE
"844","THAMES - WEST","THAMES SOURCE TO TEDDINGTON (W SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","THAMES (W AREA)",35901,1,"SU",50531,97181,"SU5053197181",450531,197181,"GB106039030334",50,0.5,100.09,8,40,300,1,79,15,5,236.2,,,,1995-01-01,1992-11-23,2013-09-03,18,FALSE
"845","THAMES - SOUTH EAST","THAMES SOURCE TO TEDDINGTON (SE SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","THAMES (SE AREA)",35907,1,"SU",94560,77670,"SU9456077670",494560,177670,"GB106039023231",20,0.3,194.9,9,50,250,5,45,25,25,210,,,,1995-01-01,1990-03-12,2019-05-07,48,FALSE
"846","THAMES - WEST","THAMES SOURCE TO TEDDINGTON (W SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","THAMES (W AREA)",35908,1,"SU",14433,95809,"SU1443395809",414433,195809,"GB106039022990",74,0.5,41.04,5,13,25,8,68,20,4,212,,,,1995-01-01,1990-05-20,2000-10-18,7,FALSE
"847","THAMES - WEST","THAMES SOURCE TO TEDDINGTON (W SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","THAMES (W AREA)",35909,1,"SU",72109,74093,"SU7210974093",472109,174093,"GB106039030331",36,0.3,151.04,8,,,,,,,,,,,,1989-07-19,2009-03-19,3,FALSE
"848","THAMES - WEST","THAME","RIVER: Natural/semi-natural flowing fresh watercourse","THAME",35911,1,"SP",79666,15281,"SP7966615281",479666,215281,"GB106039030370",73,0.8,22.05,2,5.3,71.67,3,24,10,63,220,,,,1995-01-01,1990-03-14,2021-04-28,52,FALSE
"849","THAMES - WEST","THAME","RIVER: Natural/semi-natural flowing fresh watercourse","THAME",35913,1,"SP",61211,5238,"SP6121105238",461211,205238,"GB106039030240",57,0.5,56.6,4,13,38.33,3,71,18,8,248,,,,1995-01-01,1995-05-24,2011-11-02,9,FALSE
"850","THAMES - SOUTH EAST","THAMES SOURCE TO TEDDINGTON (SE SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","THAMES (SE AREA)",35919,1,"TQ",4550,69430,"TQ0455069430",504550,169430,"GB106039023232",13,0.3,215.69,9,50,120,1,80,9,10,220,,,,1995-01-01,1989-10-23,2014-09-22,30,FALSE
"851","THAMES - WEST","THAMES SOURCE TO TEDDINGTON (W SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","SWILL BROOK",35923,1,"ST",99701,92718,"ST9970192718",399701,192718,"GB106039023700",85,2,10,2,2.6,21,1,24,25,50,221,,,,1995-01-01,1990-06-13,2013-10-08,14,FALSE
"852","THAMES - WEST","THAME","RIVER: Natural/semi-natural flowing fresh watercourse","THAME",35927,1,"SP",77772,13503,"SP7777213503",477772,213503,"GB106039030370",70,0.4,31.6,4,10.7,143.33,1,10,8,81,249,,,,1995-01-01,1989-12-13,2018-11-09,23,FALSE
"853","THAMES - WEST","THAME","RIVER: Natural/semi-natural flowing fresh watercourse","THAME",35928,1,"SP",72878,11346,"SP7287811346",472878,211346,"GB106039030370",67,0.5,32.28,4,7.3,60,1,14,15,70,236,,,,1995-01-01,1990-05-17,2000-09-05,7,FALSE
"854","THAMES - WEST","THAME","RIVER: Natural/semi-natural flowing fresh watercourse","THAME",35929,1,"SU",57975,93828,"SU5797593828",457975,193828,"GB106039030240",49,0.3,75.89,6,17,45,2,69,22,8,240,,,,1995-01-01,1990-03-14,2014-09-09,25,FALSE
"855","THAMES - WEST","THAME","RIVER: Natural/semi-natural flowing fresh watercourse","THAME",35931,1,"SP",64767,6511,"SP6476706511",464767,206511,"GB106039030240",58,0.5,48.93,,,,,,,,,,,,,2005-11-15,2005-11-15,1,FALSE
